"Date.Day","Date.Month","Date.Year","Data.Cases","Data.Deaths","Location.Country","Location.Code","Data.Population","Location.Continent","Data.Rate"
"31","7","2020","602","14","Algeria","DZA","43053054","Africa","19.6873374"
"30","7","2020","614","12","Algeria","DZA","43053054","Africa","19.64785123"
"29","7","2020","642","11","Algeria","DZA","43053054","Africa","19.50848829"
"28","7","2020","616","8","Algeria","DZA","43053054","Africa","19.241376"
"27","7","2020","593","9","Algeria","DZA","43053054","Africa","18.9580047"
"26","7","2020","605","10","Algeria","DZA","43053054","Africa","18.70250598"
"25","7","2020","675","12","Algeria","DZA","43053054","Africa","18.38893938"
"24","7","2020","612","13","Algeria","DZA","43053054","Africa","17.82916492"
"23","7","2020","594","11","Algeria","DZA","43053054","Africa","17.47611215"
"22","7","2020","587","13","Algeria","DZA","43053054","Africa","17.1857727"
"21","7","2020","607","9","Algeria","DZA","43053054","Africa","16.92562855"
"20","7","2020","535","10","Algeria","DZA","43053054","Africa","16.59115751"
"19","7","2020","601","11","Algeria","DZA","43053054","Africa","16.37282224"
"18","7","2020","593","5","Algeria","DZA","43053054","Africa","15.97563787"
"17","7","2020","585","12","Algeria","DZA","43053054","Africa","15.55754906"
"16","7","2020","554","12","Algeria","DZA","43053054","Africa","15.09300595"
"15","7","2020","527","10","Algeria","DZA","43053054","Africa","14.6540127"
"14","7","2020","494","7","Algeria","DZA","43053054","Africa","14.21037402"
"13","7","2020","483","7","Algeria","DZA","43053054","Africa","13.75512176"
"12","7","2020","470","8","Algeria","DZA","43053054","Africa","13.34167839"
"11","7","2020","434","8","Algeria","DZA","43053054","Africa","12.90733057"
"10","7","2020","460","10","Algeria","DZA","43053054","Africa","12.45672374"
"9","7","2020","469","10","Algeria","DZA","43053054","Africa","11.84584954"
"8","7","2020","475","9","Algeria","DZA","43053054","Africa","11.15600301"
"7","7","2020","463","7","Algeria","DZA","43053054","Africa","10.41505673"
"6","7","2020","441","6","Algeria","DZA","43053054","Africa","9.68572404"
"5","7","2020","430","9","Algeria","DZA","43053054","Africa","8.98658664"
"4","7","2020","413","9","Algeria","DZA","43053054","Africa","8.28280382"
"3","7","2020","385","8","Algeria","DZA","43053054","Africa","7.59992543"
"2","7","2020","365","8","Algeria","DZA","43053054","Africa","6.97743765"
"1","7","2020","336","7","Algeria","DZA","43053054","Africa","6.41069505"
"30","6","2020","298","8","Algeria","DZA","43053054","Africa","5.89969761"
"29","6","2020","305","5","Algeria","DZA","43053054","Africa","5.46767251"
"28","6","2020","283","7","Algeria","DZA","43053054","Africa","5.01242026"
"27","6","2020","240","7","Algeria","DZA","43053054","Africa","4.61523589"
"26","6","2020","197","9","Algeria","DZA","43053054","Africa","4.31096015"
"25","6","2020","172","8","Algeria","DZA","43053054","Africa","4.09727031"
"24","6","2020","156","9","Algeria","DZA","43053054","Africa","3.93468022"
"23","6","2020","149","7","Algeria","DZA","43053054","Africa","3.84409431"
"22","6","2020","140","8","Algeria","DZA","43053054","Africa","3.75583112"
"21","6","2020","127","12","Algeria","DZA","43053054","Africa","3.67221336"
"20","6","2020","119","14","Algeria","DZA","43053054","Africa","3.64434077"
"19","6","2020","117","12","Algeria","DZA","43053054","Africa","3.60950004"
"18","6","2020","121","11","Algeria","DZA","43053054","Africa","3.81389901"
"17","6","2020","116","11","Algeria","DZA","43053054","Africa","3.53285042"
"16","6","2020","112","10","Algeria","DZA","43053054","Africa","3.52588228"
"15","6","2020","109","7","Algeria","DZA","43053054","Africa","3.54214128"
"14","6","2020","112","9","Algeria","DZA","43053054","Africa","3.58395017"
"13","6","2020","109","10","Algeria","DZA","43053054","Africa","3.63272719"
"12","6","2020","105","9","Algeria","DZA","43053054","Africa","3.69776323"
"11","6","2020","102","8","Algeria","DZA","43053054","Africa","3.77905828"
"10","6","2020","117","9","Algeria","DZA","43053054","Africa","3.91377578"
"9","6","2020","111","8","Algeria","DZA","43053054","Africa","4.09262488"
"8","6","2020","104","9","Algeria","DZA","43053054","Africa","4.29237842"
"7","6","2020","115","8","Algeria","DZA","43053054","Africa","4.49910011"
"6","6","2020","104","9","Algeria","DZA","43053054","Africa","4.68491736"
"5","6","2020","205","14","Algeria","DZA","43053054","Africa","4.8846709"
"4","6","2020","0","0","Algeria","DZA","43053054","Africa","4.8405393"
"3","6","2020","113","6","Algeria","DZA","43053054","Africa","5.22378738"
"2","6","2020","119","8","Algeria","DZA","43053054","Africa","5.37011846"
"1","6","2020","127","7","Algeria","DZA","43053054","Africa","5.51644954"
"31","5","2020","133","8","Algeria","DZA","43053054","Africa","5.68136235"
"30","5","2020","137","8","Algeria","DZA","43053054","Africa","5.81840257"
"29","5","2020","140","7","Algeria","DZA","43053054","Africa","5.93453835"
"28","5","2020","160","6","Algeria","DZA","43053054","Africa","6.04835141"
"27","5","2020","194","8","Algeria","DZA","43053054","Africa","6.10874202"
"26","5","2020","197","9","Algeria","DZA","43053054","Africa","6.06693314"
"25","5","2020","193","8","Algeria","DZA","43053054","Africa","5.99957439"
"24","5","2020","195","10","Algeria","DZA","43053054","Africa","5.93453835"
"23","5","2020","190","7","Algeria","DZA","43053054","Africa","5.92060206"
"22","5","2020","186","7","Algeria","DZA","43053054","Africa","5.91363391"
"21","5","2020","165","7","Algeria","DZA","43053054","Africa","5.91131119"
"20","5","2020","176","6","Algeria","DZA","43053054","Africa","5.8973749"
"19","5","2020","182","7","Algeria","DZA","43053054","Africa","5.92989292"
"18","5","2020","198","6","Algeria","DZA","43053054","Africa","5.91131119"
"17","5","2020","192","6","Algeria","DZA","43053054","Africa","5.8671796"
"16","5","2020","187","7","Algeria","DZA","43053054","Africa","5.7487211"
"15","5","2020","189","7","Algeria","DZA","43053054","Africa","5.65813519"
"14","5","2020","186","7","Algeria","DZA","43053054","Africa","5.58613101"
"13","5","2020","176","8","Algeria","DZA","43053054","Africa","5.61632631"
"12","5","2020","168","5","Algeria","DZA","43053054","Africa","5.51412683"
"11","5","2020","165","8","Algeria","DZA","43053054","Africa","5.43747721"
"10","5","2020","189","6","Algeria","DZA","43053054","Africa","5.3468913"
"9","5","2020","187","5","Algeria","DZA","43053054","Africa","5.20752837"
"8","5","2020","185","7","Algeria","DZA","43053054","Africa","5.05190642"
"7","5","2020","159","6","Algeria","DZA","43053054","Africa","4.84750745"
"6","5","2020","190","5","Algeria","DZA","43053054","Africa","4.70814451"
"5","5","2020","174","2","Algeria","DZA","43053054","Africa","4.4828411"
"4","5","2020","179","4","Algeria","DZA","43053054","Africa","4.28541028"
"3","5","2020","141","6","Algeria","DZA","43053054","Africa","4.08797945"
"2","5","2020","148","3","Algeria","DZA","43053054","Africa","4.03223428"
"1","5","2020","158","6","Algeria","DZA","43053054","Africa","4.03687971"
"30","4","2020","199","7","Algeria","DZA","43053054","Africa","3.92074393"
"29","4","2020","132","5","Algeria","DZA","43053054","Africa","3.66756793"
"28","4","2020","135","7","Algeria","DZA","43053054","Africa","3.56304572"
"27","4","2020","126","6","Algeria","DZA","43053054","Africa","3.4097465"
"26","4","2020","129","4","Algeria","DZA","43053054","Africa","3.32380602"
"25","4","2020","120","8","Algeria","DZA","43053054","Africa","3.1728295"
"24","4","2020","97","5","Algeria","DZA","43053054","Africa","3.11476161"
"23","4","2020","99","10","Algeria","DZA","43053054","Africa","3.10779347"
"22","4","2020","93","8","Algeria","DZA","43053054","Africa","3.11940705"
"21","4","2020","89","9","Algeria","DZA","43053054","Africa","3.0079167"
"20","4","2020","94","8","Algeria","DZA","43053054","Africa","3.04043472"
"19","4","2020","117","3","Algeria","DZA","43053054","Africa","2.98236683"
"18","4","2020","150","16","Algeria","DZA","43053054","Africa","2.89642635"
"17","4","2020","108","12","Algeria","DZA","43053054","Africa","2.97772139"
"16","4","2020","90","11","Algeria","DZA","43053054","Africa","3.04972558"
"15","4","2020","87","12","Algeria","DZA","43053054","Africa","3.14495692"
"14","4","2020","69","20","Algeria","DZA","43053054","Africa","3.24947912"
"13","4","2020","89","18","Algeria","DZA","43053054","Africa","3.25876998"
"12","4","2020","64","19","Algeria","DZA","43053054","Africa","3.18444308"
"11","4","2020","95","21","Algeria","DZA","43053054","Africa","3.14031149"
"10","4","2020","94","30","Algeria","DZA","43053054","Africa","3.01720756"
"9","4","2020","104","12","Algeria","DZA","43053054","Africa","2.94984881"
"8","4","2020","45","20","Algeria","DZA","43053054","Africa","2.79654958"
"7","4","2020","103","21","Algeria","DZA","43053054","Africa","2.77099971"
"6","4","2020","69","22","Algeria","DZA","43053054","Africa","2.59911875"
"5","4","2020","80","25","Algeria","DZA","43053054","Africa","2.58285974"
"4","4","2020","185","42","Algeria","DZA","43053054","Africa","2.48298297"
"3","4","2020","139","5","Algeria","DZA","43053054","Africa","2.08115317"
"2","4","2020","131","14","Algeria","DZA","43053054","Africa","1.80010459"
"1","4","2020","132","9","Algeria","DZA","43053054","Africa","1.52370143"
"31","3","2020","73","4","Algeria","DZA","43053054","Africa","1.2217484"
"30","3","2020","57","2","Algeria","DZA","43053054","Africa","1.07541732"
"29","3","2020","45","3","Algeria","DZA","43053054","Africa","0.9685724"
"28","3","2020","42","1","Algeria","DZA","43053054","Africa","0.88960007"
"27","3","2020","65","4","Algeria","DZA","43053054","Africa","0.79436873"
"26","3","2020","38","2","Algeria","DZA","43053054","Africa","0.6550058"
"25","3","2020","34","2","Algeria","DZA","43053054","Africa","0.56674261"
"24","3","2020","29","0","Algeria","DZA","43053054","Africa","0.49473842"
"23","3","2020","62","2","Algeria","DZA","43053054","Africa","0.43899325"
"22","3","2020","37","5","Algeria","DZA","43053054","Africa","0.31124389"
"21","3","2020","12","3","Algeria","DZA","43053054","Africa","0.22994884"
"20","3","2020","18","1","Algeria","DZA","43053054","Africa","0.20207626"
"19","3","2020","12","1","Algeria","DZA","43053054","Africa","0.16491281"
"18","3","2020","2","1","Algeria","DZA","43053054","Africa","0.13704022"
"17","3","2020","10","0","Algeria","DZA","43053054","Africa","0.13239479"
"16","3","2020","11","2","Algeria","DZA","43053054","Africa","0.10916763"
"15","3","2020","11","0","Algeria","DZA","43053054","Africa","0.08594048"
"14","3","2020","1","1","Algeria","DZA","43053054","Africa","0.06039061"
"13","3","2020","5","1","Algeria","DZA","43053054","Africa","0.05806789"
"12","3","2020","0","0","Algeria","DZA","43053054","Africa","0.04645431"
"9","3","2020","3","0","Algeria","DZA","43053054","Africa","0.04645431"
"6","3","2020","5","0","Algeria","DZA","43053054","Africa","0.03948617"
"5","3","2020","7","0","Algeria","DZA","43053054","Africa","0.02787259"
"4","3","2020","2","0","Algeria","DZA","43053054","Africa","0.01161358"
"2","3","2020","0","0","Algeria","DZA","43053054","Africa","0.00696815"
"1","3","2020","2","0","Algeria","DZA","43053054","Africa","0.00696815"
"29","2","2020","0","0","Algeria","DZA","43053054","Africa","0.00232272"
"28","2","2020","0","0","Algeria","DZA","43053054","Africa","0.00232272"
"27","2","2020","0","0","Algeria","DZA","43053054","Africa","0.00232272"
"26","2","2020","1","0","Algeria","DZA","43053054","Africa","0.00232272"
"25","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"24","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"23","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"22","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"21","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"20","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"19","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"18","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"17","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"16","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"15","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"14","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"13","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"12","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"11","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"10","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"9","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"8","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"7","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"6","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"5","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"4","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"3","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"2","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"1","2","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"31","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"30","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"29","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"28","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"27","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"26","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"25","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"24","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"23","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"22","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"21","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"20","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"19","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"18","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"17","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"16","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"15","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"14","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"13","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"12","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"11","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"10","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"9","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"8","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"7","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"6","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"5","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"4","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"3","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"2","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"1","1","2020","0","0","Algeria","DZA","43053054","Africa","0.0"
"31","12","2019","0","0","Algeria","DZA","43053054","Africa","0.0"
"5","11","2020","135","0","Andorra","AND","76177","Europe","1619.911522"
"4","11","2020","22","0","Andorra","AND","76177","Europe","1689.486328"
"3","11","2020","63","0","Andorra","AND","76177","Europe","1660.60622"
"2","11","2020","69","0","Andorra","AND","76177","Europe","1900.83621"
"1","11","2020","91","0","Andorra","AND","76177","Europe","1810.257689"
"31","10","2020","98","2","Andorra","AND","76177","Europe","1690.79906"
"30","10","2020","50","1","Andorra","AND","76177","Europe","1807.632225"
"29","10","2020","107","0","Andorra","AND","76177","Europe","1741.995615"
"28","10","2020","85","0","Andorra","AND","76177","Europe","1857.516048"
"27","10","2020","287","3","Andorra","AND","76177","Europe","1745.933812"
"26","10","2020","0","0","Andorra","AND","76177","Europe","1761.686598"
"25","10","2020","0","0","Andorra","AND","76177","Europe","1761.686598"
"24","10","2020","227","6","Andorra","AND","76177","Europe","1761.686598"
"23","10","2020","0","0","Andorra","AND","76177","Europe","1631.726112"
"22","10","2020","188","1","Andorra","AND","76177","Europe","1631.726112"
"21","10","2020","0","0","Andorra","AND","76177","Europe","1644.853433"
"20","10","2020","246","3","Andorra","AND","76177","Europe","1644.853433"
"19","10","2020","0","0","Andorra","AND","76177","Europe","1663.231684"
"18","10","2020","0","0","Andorra","AND","76177","Europe","1663.231684"
"17","10","2020","187","0","Andorra","AND","76177","Europe","1663.231684"
"16","10","2020","0","0","Andorra","AND","76177","Europe","1496.514696"
"15","10","2020","195","2","Andorra","AND","76177","Europe","1496.514696"
"14","10","2020","0","0","Andorra","AND","76177","Europe","1350.801423"
"13","10","2020","299","2","Andorra","AND","76177","Europe","1350.801423"
"12","10","2020","0","0","Andorra","AND","76177","Europe","1128.949683"
"11","10","2020","0","0","Andorra","AND","76177","Europe","1128.949683"
"10","10","2020","128","1","Andorra","AND","76177","Europe","1128.949683"
"9","10","2020","0","1","Andorra","AND","76177","Europe","1069.876734"
"8","10","2020","198","0","Andorra","AND","76177","Europe","1069.876734"
"7","10","2020","0","0","Andorra","AND","76177","Europe","904.4724786"
"6","10","2020","260","0","Andorra","AND","76177","Europe","904.4724786"
"5","10","2020","0","0","Andorra","AND","76177","Europe","716.7517755"
"4","10","2020","0","0","Andorra","AND","76177","Europe","716.7517755"
"3","10","2020","60","0","Andorra","AND","76177","Europe","716.7517755"
"2","10","2020","0","0","Andorra","AND","76177","Europe","744.3191515"
"1","10","2020","84","0","Andorra","AND","76177","Europe","803.3921"
"30","9","2020","0","0","Andorra","AND","76177","Europe","693.1225961"
"29","9","2020","130","0","Andorra","AND","76177","Europe","693.1225961"
"28","9","2020","0","0","Andorra","AND","76177","Europe","645.8642372"
"27","9","2020","0","0","Andorra","AND","76177","Europe","645.8642372"
"26","9","2020","83","0","Andorra","AND","76177","Europe","645.8642372"
"25","9","2020","0","0","Andorra","AND","76177","Europe","593.3549497"
"24","9","2020","72","0","Andorra","AND","76177","Europe","593.3549497"
"23","9","2020","0","0","Andorra","AND","76177","Europe","551.3475196"
"22","9","2020","117","0","Andorra","AND","76177","Europe","551.3475196"
"21","9","2020","0","0","Andorra","AND","76177","Europe","458.1435341"
"20","9","2020","0","0","Andorra","AND","76177","Europe","458.1435341"
"19","9","2020","81","0","Andorra","AND","76177","Europe","458.1435341"
"18","9","2020","45","0","Andorra","AND","76177","Europe","372.8159418"
"17","9","2020","0","0","Andorra","AND","76177","Europe","313.7429933"
"16","9","2020","0","0","Andorra","AND","76177","Europe","333.4339761"
"15","9","2020","94","0","Andorra","AND","76177","Europe","343.9358337"
"14","9","2020","0","0","Andorra","AND","76177","Europe","288.8010817"
"13","9","2020","0","0","Andorra","AND","76177","Europe","288.8010817"
"12","9","2020","43","0","Andorra","AND","76177","Europe","288.8010817"
"11","9","2020","0","0","Andorra","AND","76177","Europe","266.4846345"
"10","9","2020","40","0","Andorra","AND","76177","Europe","266.4846345"
"9","9","2020","0","0","Andorra","AND","76177","Europe","263.8591701"
"8","9","2020","46","0","Andorra","AND","76177","Europe","263.8591701"
"7","9","2020","0","0","Andorra","AND","76177","Europe","223.1644722"
"6","9","2020","0","0","Andorra","AND","76177","Europe","223.1644722"
"5","9","2020","16","0","Andorra","AND","76177","Europe","223.1644722"
"4","9","2020","0","0","Andorra","AND","76177","Europe","229.7281332"
"3","9","2020","15","0","Andorra","AND","76177","Europe","229.7281332"
"2","9","2020","8","0","Andorra","AND","76177","Europe","234.9790619"
"1","9","2020","52","0","Andorra","AND","76177","Europe","224.4772044"
"31","8","2020","0","0","Andorra","AND","76177","Europe","177.2188456"
"30","8","2020","0","0","Andorra","AND","76177","Europe","177.2188456"
"29","8","2020","26","0","Andorra","AND","76177","Europe","177.2188456"
"28","8","2020","0","0","Andorra","AND","76177","Europe","153.5896662"
"27","8","2020","38","0","Andorra","AND","76177","Europe","158.8405949"
"26","8","2020","0","0","Andorra","AND","76177","Europe","127.3350224"
"25","8","2020","15","0","Andorra","AND","76177","Europe","127.3350224"
"24","8","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"23","8","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"22","8","2020","21","0","Andorra","AND","76177","Europe","118.1458971"
"21","8","2020","0","0","Andorra","AND","76177","Europe","105.0185752"
"20","8","2020","19","0","Andorra","AND","76177","Europe","111.5822361"
"19","8","2020","0","0","Andorra","AND","76177","Europe","86.64032451"
"18","8","2020","16","0","Andorra","AND","76177","Europe","89.26578889"
"17","8","2020","0","0","Andorra","AND","76177","Europe","84.01486013"
"16","8","2020","0","0","Andorra","AND","76177","Europe","84.01486013"
"15","8","2020","8","0","Andorra","AND","76177","Europe","84.01486013"
"14","8","2020","4","0","Andorra","AND","76177","Europe","77.45119918"
"13","8","2020","14","1","Andorra","AND","76177","Europe","77.45119918"
"12","8","2020","0","0","Andorra","AND","76177","Europe","73.51300261"
"11","8","2020","7","0","Andorra","AND","76177","Europe","73.51300261"
"10","8","2020","0","0","Andorra","AND","76177","Europe","77.45119918"
"9","8","2020","1","0","Andorra","AND","76177","Europe","77.45119918"
"8","8","2020","11","0","Andorra","AND","76177","Europe","86.64032451"
"7","8","2020","5","0","Andorra","AND","76177","Europe","72.20027042"
"6","8","2020","0","0","Andorra","AND","76177","Europe","65.63660948"
"5","8","2020","2","0","Andorra","AND","76177","Europe","72.20027042"
"4","8","2020","12","0","Andorra","AND","76177","Europe","69.57480604"
"3","8","2020","0","0","Andorra","AND","76177","Europe","59.07294853"
"2","8","2020","0","0","Andorra","AND","76177","Europe","59.07294853"
"1","8","2020","3","0","Andorra","AND","76177","Europe","59.07294853"
"31","7","2020","4","0","Andorra","AND","76177","Europe","59.07294853"
"30","7","2020","11","0","Andorra","AND","76177","Europe","73.51300261"
"29","7","2020","0","0","Andorra","AND","76177","Europe","60.38568072"
"28","7","2020","10","0","Andorra","AND","76177","Europe","64.32387729"
"27","7","2020","0","0","Andorra","AND","76177","Europe","55.13475196"
"26","7","2020","8","0","Andorra","AND","76177","Europe","55.13475196"
"25","7","2020","0","0","Andorra","AND","76177","Europe","44.63289444"
"24","7","2020","0","0","Andorra","AND","76177","Europe","44.63289444"
"23","7","2020","5","0","Andorra","AND","76177","Europe","44.63289444"
"22","7","2020","0","0","Andorra","AND","76177","Europe","38.0692335"
"21","7","2020","4","0","Andorra","AND","76177","Europe","38.0692335"
"20","7","2020","0","0","Andorra","AND","76177","Europe","32.81830474"
"19","7","2020","0","0","Andorra","AND","76177","Europe","32.81830474"
"18","7","2020","3","0","Andorra","AND","76177","Europe","32.81830474"
"17","7","2020","15","0","Andorra","AND","76177","Europe","28.88010817"
"16","7","2020","1","0","Andorra","AND","76177","Europe","9.18912533"
"15","7","2020","3","0","Andorra","AND","76177","Europe","7.87639314"
"14","7","2020","3","0","Andorra","AND","76177","Europe","3.93819657"
"13","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"12","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"11","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"10","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"9","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"8","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"7","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"6","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"5","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"4","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"3","7","2020","0","0","Andorra","AND","76177","Europe","0.0"
"2","7","2020","0","0","Andorra","AND","76177","Europe","1.31273219"
"1","7","2020","0","0","Andorra","AND","76177","Europe","1.31273219"
"30","6","2020","0","0","Andorra","AND","76177","Europe","2.62546438"
"29","6","2020","0","0","Andorra","AND","76177","Europe","2.62546438"
"28","6","2020","0","0","Andorra","AND","76177","Europe","2.62546438"
"27","6","2020","0","0","Andorra","AND","76177","Europe","2.62546438"
"26","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"25","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"24","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"23","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"22","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"21","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"20","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"19","6","2020","1","0","Andorra","AND","76177","Europe","3.93819657"
"18","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"17","6","2020","1","1","Andorra","AND","76177","Europe","13.1273219"
"16","6","2020","0","0","Andorra","AND","76177","Europe","115.5204327"
"15","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"14","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"13","6","2020","1","0","Andorra","AND","76177","Europe","116.8331649"
"12","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"11","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"10","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"9","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"8","6","2020","0","0","Andorra","AND","76177","Europe","116.8331649"
"7","6","2020","0","0","Andorra","AND","76177","Europe","118.1458971"
"6","6","2020","0","0","Andorra","AND","76177","Europe","118.1458971"
"5","6","2020","1","0","Andorra","AND","76177","Europe","118.1458971"
"4","6","2020","7","0","Andorra","AND","76177","Europe","116.8331649"
"3","6","2020","79","0","Andorra","AND","76177","Europe","108.9567717"
"2","6","2020","1","0","Andorra","AND","76177","Europe","5.25092876"
"1","6","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"31","5","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"30","5","2020","1","0","Andorra","AND","76177","Europe","3.93819657"
"29","5","2020","0","0","Andorra","AND","76177","Europe","2.62546438"
"28","5","2020","0","0","Andorra","AND","76177","Europe","3.93819657"
"27","5","2020","0","0","Andorra","AND","76177","Europe","6.56366095"
"26","5","2020","0","0","Andorra","AND","76177","Europe","9.18912533"
"25","5","2020","1","0","Andorra","AND","76177","Europe","10.50185752"
"24","5","2020","0","0","Andorra","AND","76177","Europe","10.50185752"
"23","5","2020","0","0","Andorra","AND","76177","Europe","13.1273219"
"22","5","2020","0","0","Andorra","AND","76177","Europe","13.1273219"
"21","5","2020","1","0","Andorra","AND","76177","Europe","14.44005408"
"20","5","2020","0","0","Andorra","AND","76177","Europe","13.1273219"
"19","5","2020","0","0","Andorra","AND","76177","Europe","14.44005408"
"18","5","2020","0","0","Andorra","AND","76177","Europe","17.06551846"
"17","5","2020","0","2","Andorra","AND","76177","Europe","18.37825065"
"16","5","2020","0","0","Andorra","AND","76177","Europe","19.69098284"
"15","5","2020","1","0","Andorra","AND","76177","Europe","21.00371503"
"14","5","2020","2","1","Andorra","AND","76177","Europe","22.31644722"
"13","5","2020","2","0","Andorra","AND","76177","Europe","19.69098284"
"12","5","2020","1","0","Andorra","AND","76177","Europe","17.06551846"
"11","5","2020","1","0","Andorra","AND","76177","Europe","19.69098284"
"10","5","2020","2","1","Andorra","AND","76177","Europe","27.56737598"
"9","5","2020","0","0","Andorra","AND","76177","Europe","27.56737598"
"8","5","2020","1","1","Andorra","AND","76177","Europe","36.75650131"
"7","5","2020","0","0","Andorra","AND","76177","Europe","36.75650131"
"6","5","2020","1","1","Andorra","AND","76177","Europe","44.63289444"
"5","5","2020","2","0","Andorra","AND","76177","Europe","43.32016225"
"4","5","2020","1","1","Andorra","AND","76177","Europe","45.94562663"
"3","5","2020","1","1","Andorra","AND","76177","Europe","56.44748415"
"2","5","2020","1","1","Andorra","AND","76177","Europe","65.63660948"
"1","5","2020","2","0","Andorra","AND","76177","Europe","82.70212794"
"30","4","2020","0","1","Andorra","AND","76177","Europe","91.89125327"
"29","4","2020","0","1","Andorra","AND","76177","Europe","110.2695039"
"28","4","2020","3","0","Andorra","AND","76177","Europe","127.3350224"
